product_id,nickname,content,photo,score,regdate,order_id,label
1,불꽃심장,너무 신선하고 빛깔도 좋은데 맛있고 유기농이기까지하다!! 최고다!!,,3,,1 ,0
1,비밀의마법사,"더 이상 좋을 수가 없다 유기농 홍,파고추!!",,3,,1 ,0
1,달콤한딸기,빨간고추가 맵지를 않아서 입맛없을때 된장에 4개를 찍어먹었어요. 싱싱하고 맛있어서,,3,,1 ,0
1,강철의심장,완전 신선하기보다 몇몇개가 얼어 있는 것같네요~~~다음에 더 신선하게 보내주세요~^^,,5,,1 ,0
1,무적의전사,지난번 주문 후 상품 너무 좋아서 재주문했어요^^ 맛도 색상도 식감에 향기까지도 최고에요~♡♡♡,,4,,1 ,0
1,은하수탐험가,"지난번 주문후 재주문합니다^^ 맛,향기,색감,식감까지 최고네요^^",,4,,1 ,0
1,파란하늘구름,작년에 이어 올해도 여기서 유기농 고추 구입했어요 달고 맛납니다~~~~♡,,4,,1 ,0
1,신비의요정,귀한 유기농 고추 감사히 잘 먹을께요~♡♡♡ 감사합니다^^,,3,,1 ,0
1,미소의천사,때깔이 장난 아니게 곱고 선명해요,,3,,1 ,0
1,우주선조종사,유기농인데 깨끗해요.,,3,,1 ,0
1,무한상상력,무르거나 상한거 없이 단단한것들로 잘 받았습니다.,,4,,1 ,0
1,별빛의반짝임,최상품을 보내주셨네요~♡ 농약없이 고추재배하는게 가장 힘든 농사라는걸 알기에 진심으로 감동하며 받았어요^^ 안심 먹거리 감사드립니다♡♡♡,,3,,1 ,0
2,열정의탐험자,고추 크기는 작았지만 유기농이라 믿고 먹을만 합니다.,,4,,1 ,0
2,달콤한초콜릿,빠른배송에 좋은 상품으로 보내주셔서 감사합니다,,5,,1 ,0
2,화려한꽃향기,제품이 아주 좋네요 ,,5,,1 ,0
2,산넘어바다건너,잘 받았습니다. 고추가 사용하기 편리하네요 ,,5,,1 ,0
2,꿈의나라여행자,잘 사용하고 있어요. 눅눅한 고추만 사용하닥 신선한 걸 사용하니 맛도 좋네요 ^^ 자극 적이지 않아서 좋은 것 같아요,,3,,1 ,0
2,루카스,잘 건조 됐고 색도 고와요^^,,4,,1 ,0
2,신비로운해적,색깔 곱고 아주 청결해요. 꼭지까지 정리해서 주셨네요. 안심하고 먹을 수 있어서 감사합니다.,,4,,1 ,0
2,모험의순례자,파삭파삭 마르지 않았아요. 배송은 빨리 왔습니다.,,5,,1 ,0
2,별빛소녀,잘 먹었어요. 감사합니다.,,5,,1 ,0
2,꿈꾸는사자,원래 농사지어 먹던 고추가 전부 죽어버려서 어쩔 수 없이 구입했는데 이렇게 시꺼먼 고추색 처음봐요 올해 고추가 맞긴한지 유기농이긴 한건지..,,3,,1 ,0
3,청춘일기,매콤해요. 유기농 청양고추에 기대하는 맵싹한 맛이예요,,5,,1 ,0
3,하늘을달리다,싱싱합니다. 일주일 지나도 무르지 않아 너무 좋아요 ,,3,,1 ,0
3,은하수여행,맛있게 매콤. 유기농 안심. 잘 선택 함,,4,,1 ,0
3,햇살가득,싱싱하고 매운 청양고추 여러모로 잘 사용하네요. 맛있네요 ,,5,,1 ,0
3,시간의향기,맵고 맛있어요. 풋내도 안나고 좋아요,,4,,1 ,0
3,무지개다리,배송 빠르고 싱싱해보여서 맘에 듭니다.,,3,,1 ,0
3,푸른바다의전설,바로 밭에서 딴듯한 신선함이 좋아요,,4,,1 ,0
3,샛별하나,저는 매운지 잘 모르겠어요.,,3,,1 ,1
3,고추왕자,항상 여기서만 주문해요 싱싱함은 두 말 할 것도 없고요. ,,4,,1 ,0
10,고추마스터,김장때 쓰려고 구매했는데 저렴하게 잘 산거 같아요. 아직 개봉전이라 맛은 모르겠지만 빛깔이 고와서 김장하면 맛있을 것 같아요.,,3,,1 ,0
10,별빛나래,낱개 포장이라 냉동보관시 꺼내먹기 편해요. 맛은 약간 매운맛이고 색깔도 너무 좋아요. 잘 먹겠습니다. ,,1,,1 ,0
10,꽃피는아침,구매평이 좋아 구매했어요. 친정엄마가 좋은 고추가루로 잘 샀다고 좋아하시네요 ,,4,,1 ,0
10,눈부신해변,고추씨도 넉넉히 주셨고 포장상태가 깔끔해서 좋았습니다.,,5,,1 ,0
10,파도소리,아주아주 맛있어요 고춧가루가 이렇게 맛있을줄이야ㅋㅋ,,5,,1 ,0
10,새벽녘별,안매운 고춧가루 주문했는데 너무 매워요,,3,,1 ,1
10,푸른바람,빛깔이 곱고 잘 빻아진 것 같아요 ,,4,,1 ,0
10,빛나는물결,한 근도 안 되는 걸 이 가격에 팔다니 ㅋㅋ 다신 안 사요 ,,3,,1 ,1
10,노을빛추억,색깔이 거무스레하고 중국산 같은데 반품하고싶네요 ,,2,,1 ,1
10,하늘아래서,색갈도 좋고 건강한 기분이듭니다.,,3,,1 ,0
10,비오는날,저렴하게 잘 구입해서 김장에도 사용하고 요리에도 잘 사용하고 있습니다. 다 먹고나면 재구매예정입니다.,,1,,1 ,0
5,샛별하나,작년에 비해 색이 선명하진 않은거 같아요,,1,,1 ,1
5,꿈꾸는도시,와! 그동안 마른 고추 구입한 것 중에 최고입니다.,,5,,1 ,0
5,햇살속으로,빠른배송 감사합니다.,,3,,1 ,0
5,바다의노래,굵기도 적당하고 맛있게  매워요 ,,1,,1 ,0
5,설레는마음,깨끗하고 맵기도 적당하고 좋습니다.,,5,,1 ,0
5,별빛축제,김치 담가보았는데 정말 만족입니다,,5,,1 ,0
5,행복한나날,올 해도 구매했습니다 ~ 믿고 먹습니다.,,5,,1 ,0
5,찬란한별,좋아요 색이 예뻐요.,,5,,1 ,0
5,숲속의아침,좋아요^^ 감사합니다..,,4,,1 ,0
5,눈부신하늘,상품이 좋네요. 엄마가 만족하십니다.,,4,,1 ,0
5,달빛조각,무농약재배라 믿음이갑니다,,5,,1 ,0
6,서늘한바람,신선해요 짱,,4,,1 ,0
6,물결치는바다,상태가 아주 좋네요,,3,,1 ,0
6,아침햇살,고추 꼭지가 절반 이상은 녹아서 왔어요. 최상품이 아닌 것 같아요.,,3,,1 ,1
6,꽃향기가득,신선하고 적당한 크기 입니다.,,5,,1 ,0
6,산책길,너무 좋아요. 다음에 또 구매하겠습니다.,,4,,1 ,0
6,여름바다,배송은 조금 걸렸지만 고추는 정말 좋습니다.,,1,,1 ,0
6,눈내리는밤,포장이 꼼꼼하고 배송이 빨라요,,5,,1 ,0
4,청춘일기,좋아요 만족합니다ㅎ,,5,,1 ,0
4,별똥별,좋은 고추를 보내주셔서 고맙습니다. 사장님.  번창하세요 다음번에 또 구매할께요~~,,5,,1 ,0
4,산들바람,고추가 끝물이라 좋으리라 생각은 안 했지만 많이 안 좋으네요,,4,,1 ,1
4,봄날의꽃,전라도 김치가 맛있는게 고추때문인가 싶을정도로 맛깔나게 생긴 고추입니다.,,4,,1 ,0
4,하늘색꿈,품질도 좋고 배송도 빠르고 만족합니다.,,4,,1 ,0
4,아침에피는꽃,고추 크고 아주 예뻐요. 잘 말랐구요,,2,,1 ,0
4,눈부신하루,물기가 좀 있었지만 대부분 상태가 좋습니다,,3,,1 ,0
4,깊은밤의별,매번 주문해요 깔끔한 포장과 넉넉한 양 좋은 품질~~ 지연 문자까지 너무 친절하세요,,3,,1 ,0
4,밤하늘의별,언제나 빠른 배송과 가격!,,5,,1 ,0
4,깊은산속,고추 신선하고 좋아요 감사합니다,,4,,1 ,0
8,빗소리,고추가 부숴져 있지도 않고 잘 말려서 와서 퀄리티 좋다는 소리 들었네요^^,,4,,1 ,0
8,달빛아래,건고추가 실하고 깨끗해 보여요. 고춧가루도 색이 선명하고 고와서 김치 담으면 맛있어보일 듯해요.,,5,,1 ,0
8,무지개다리,건고추 말랑거림 없이 잘 건조되고 맵기도 적당하고 고추 품질도 대만족입니다^^,,4,,1 ,0
8,햇살가득,오오 너무 맛나요 적당히 칼칼하면서도 맛있네요^^,,4,,1 ,0
8,푸른하늘,고추의 상태가 잘 건조되었고 가루를 내서보니 좋습니다.,,4,,1 ,0
8,맑은날,최상품은 아니에요.  고추씨가 완전히 여물지 못했고 검은 씨가 많이 나왔어요.,,5,,1 ,1
8,별빛속으로,기대가 컸나봅니다 인터넷에 올려놓으신거랑은 차이가 느껴지네요,,4,,1 ,1
8,노을지는하늘,고추가 매우 좋습니다. 무게도 정확하게 잘왔고 배송도 빠릅니다.,,4,,1 ,0
8,밤의정원,빻아봐야 알겠지만 고추상태가 아쉽네요ㅠㅠ,,2,,1 ,1
8,꽃길만걷자,포장도 튼튼하고 깔끔하게 해주셨구요~고추색깔도 좋아요,,2,,1 ,0
9,별이빛나는밤,고추가 너무 싱싱하고 양도 많아 네번째 주문했습니다. 품질에 정말 정말 만족입니다.,,3,,1 ,0
9,햇빛가득한날,"와~ 진짜.. 내가 원하던 매운 고추~ 딴딴하고, 맛있고, 매움~ 매움~ 좋아요~",,1,,1 ,0
9,서늘한여름밤,꼭지 상태보니 바로 따서 보내주는것은 아닌것 같아요. 말라있는게 많았어요.,,5,,1 ,1
9,밤하늘별빛,매운맛은 기본으로 잘 갖춘 고추를 받았네요~ 신경써서 보내주셔서 감사합니다~  재구매의사 백퍼입니당,,4,,1 ,0
9,달빛속으로,배송도 빠르고 품질도 좋아요,,4,,1 ,0
9,해질녘하늘,싱싱한 고추를 보내주셔서 맛나게 고추삭힘 했어요,,1,,1 ,0
9,별빛이내리는밤,박스를열었는데 매콤한게 냄새가 좋고 품질도좋고 싱싱 한게  맘에드네요,,4,,1 ,0
9,초록의숲,개봉해보니 매운향이 솔솔 나네요 상품도 신선하고 깨끗해요,,5,,1 ,0
9,바다의소리,이번고추는 역대급 맵고 싱싱하고 단단하고 최곱니다~~~,,4,,1 ,0
9,하늘아래별,맵고 상품상태 너무좋아요! ,,5,,1 ,0
9,깊은밤의소리,싱싱하고 아삭아삭하고 맵고 맛있어요,,4,,1 ,0
9,눈부신아침,가끔 배송이 늦어지긴 하네요 ㅠ,,5,,1 ,1
7,밤하늘의별들,"약간 시들, 단단함 조금 부족 . ㅠㅠ 특별한 포장없이 박스에만 담겨있었는데 봉지나, 깨끗한 종이에 한 번 포장해서 보내주셨으면 좋겠습니다.",,3,,1 ,1
7,새벽녘하늘,잘 받았습니다. 빠른 배송 해주셔서 감사합니다. 수고하셨습니다,,4,,1 ,0
7,별빛가득한,늘 믿고 구매합니다~^^ 홍고추가 아주 신선해요,,1,,1 ,0
7,햇살속의추억,빠른배송 감사합니다 김치 담을때 물고추 갈아서 만들면 맛나요,,1,,1 ,0
7,눈내리는저녁,좀 늦은 주문이라 별기대가 없었는데 싱싱한게 좋아보이네요 만족합니다,,4,,1 ,0
7,밤의여행,싱싱하고 좋은거 왔어요,,4,,1 ,0
7,봄날의소리,홍고추 거의 끝물이라 별기대안하고 받았는데 싱싱하고 좋네요,,4,,1 ,0
7,별이되어버린,아주 좋아요 홍고추 요즘 비싸던데 싸게 잘산것 같아요,,5,,1 ,0
7,별빛아래서,좋아요~~싱싱해요~~,,5,,1 ,0
7,하늘을나는,싱싱하고 포장상태 좋아요,,5,,1 ,0
7,빛나는바다,"조금 아쉬운점은, 박스에 고추가 바로담겨왔네요 신문이나, 뽁뽁이를 깔았다면 더안전했을거같아요",,4,,1 ,1
7,새벽의별,좋아요 ~~~~~~~,,5,,1 ,0
7,달빛아래꽃,고추 잘와서 오자마자 씻어서 말렸어요! 확실히 색이 고운 고추가루를 만들수있었어요,,3,,1 ,0
7,별빛의노래,빤딱빤딱하니 상태좋네요 싸게 잘샀어요 최고,,1,,1 ,0
7,해질녘바다,얼려놓고 요리에 사용하려구요 잘 먹을께요,,4,,1 ,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
